condition,objective,rung_id,candidate_id,order,r2,shannon_h,n_domains,dominant_domain
AD+FTD->AD,o_max,ols,m008003_o_max_ord11_rk00004,11,0.1189624509425639,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008016_o_max_ord11_rk00017,11,0.1156698865899419,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009003_o_max_ord12_rk00004,12,0.1118992827754566,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m011001_o_max_ord14_rk00002,14,0.1090436983755489,-0.0,1,Democracy
AD+FTD->FTD,o_min,ols,m051529_o_min_ord7_rk00015,7,0.4487972780039493,1.8423709931771086,4,Democracy
AD+FTD->FTD,o_min,ols,m051526_o_min_ord7_rk00012,7,0.4404872352977932,1.8423709931771086,4,Democracy
AD+FTD->FTD,o_min,ols,m047530_o_min_ord3_rk00016,3,0.4392139827813046,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m047524_o_min_ord3_rk00010,3,0.4389873594767783,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m051516_o_min_ord7_rk00002,7,0.4305449610658894,1.3787834934861753,3,Democracy
AD+FTD->FTD,o_min,ols,m051519_o_min_ord7_rk00005,7,0.4302433811851612,1.3787834934861753,3,Democracy
AD+FTD->FTD,o_min,ols,m047522_o_min_ord3_rk00008,3,0.4288418634277272,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m050515_o_min_ord6_rk00001,6,0.4260333708682553,1.4591479170272448,3,Democracy
AD+FTD->FTD,o_min,ols,m048529_o_min_ord4_rk00015,4,0.4249464422642739,1.5,3,Air Pollution
AD+FTD->FTD,o_min,ols,m047525_o_min_ord3_rk00011,3,0.4189946778833444,0.9182958340544896,2,Temperature
AD+FTD->FTD,o_min,ols,m052525_o_min_ord8_rk00011,8,0.417348825253831,1.75,4,Democracy
AD+FTD->FTD,o_min,ols,m049532_o_min_ord5_rk00018,5,0.4146537705078705,1.5219280948873621,3,Air Pollution
AD+FTD->FTD,o_min,ols,m047518_o_min_ord3_rk00004,3,0.4110971340855369,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m047516_o_min_ord3_rk00002,3,0.4090100775329207,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m050533_o_min_ord6_rk00019,6,0.4073464504026611,1.9182958340544896,4,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m052515_o_min_ord8_rk00001,8,0.4067783959976646,2.25,5,Air Pollution
AD+FTD->FTD,o_min,ols,m050525_o_min_ord6_rk00011,6,0.4027448043234966,1.4591479170272448,3,Democracy
AD+FTD->FTD,o_min,ols,m049528_o_min_ord5_rk00014,5,0.4000610831470237,1.5219280948873621,3,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m052520_o_min_ord8_rk00006,8,0.3965891676552797,2.25,5,Temperature
AD+FTD->FTD,o_min,ols,m049523_o_min_ord5_rk00009,5,0.3965269678285203,1.5219280948873621,3,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m051517_o_min_ord7_rk00003,7,0.396037473077809,2.2359263506290326,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m051522_o_min_ord7_rk00008,7,0.3959166723294001,2.2359263506290326,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m050523_o_min_ord6_rk00009,6,0.3959045575601954,1.9182958340544896,4,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m052522_o_min_ord8_rk00008,8,0.3953563840253178,2.25,5,Temperature
AD+FTD->FTD,o_min,ols,m047527_o_min_ord3_rk00013,3,0.394746356200495,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m053526_o_min_ord9_rk00012,9,0.3928229687925055,2.197159723424149,5,Temperature
AD+FTD->FTD,o_min,ols,m050526_o_min_ord6_rk00012,6,0.3924700094245589,1.9182958340544896,4,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m049515_o_min_ord5_rk00001,5,0.3924546215526179,1.5219280948873621,3,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m047521_o_min_ord3_rk00007,3,0.3912400621124837,0.9182958340544896,2,Democracy
AD+FTD->FTD,o_min,ols,m048519_o_min_ord4_rk00005,4,0.387697394507562,1.5,3,Socioeconomic
AD+FTD->FTD,o_min,ols,m047517_o_min_ord3_rk00003,3,0.3826191910393091,1.584962500721156,3,Air Pollution
