model_level,objective,pct_synergistic_triplets,full_r2
d1,o_max,0.0,0.4324611114250315
d1,o_max,0.0,0.4319665336870344
d1,o_max,0.0,0.43502770600688456
d1,o_max,0.0,0.432380298693286
d1,o_max,0.0,0.4321763928336577
d1,o_max,0.0,0.4322198919349838
d1,o_max,0.0,0.4321978824097168
d1,o_max,0.0,0.43213967907746265
d1,o_max,0.0,0.43419675228225785
d1,o_max,0.0,0.432734782136849
d1,o_max,0.0,0.4329279649141097
d1,o_max,0.0,0.4377678441476358
d1,o_max,0.0,0.432419237245223
d1,o_max,0.0,0.4318603908675015
d1,o_max,0.0,0.4327422144632258
d1,o_max,0.0,0.4339945104968499
d1,o_max,0.0,0.4319462300632194
d1,o_max,0.0,0.43186176358265504
d1,o_max,0.0,0.43372216616863746
d1,o_max,0.0,0.4341490200499559
d1,o_max,0.0,0.4333470690519222
d1,o_max,0.0,0.4321624666377091
d1,o_max,0.0,0.43300744659005486
d1,o_max,0.0,0.4353223191612994
d1,o_max,0.0,0.4320232630045948
d1,o_max,0.0,0.43220020826615624
d1,o_max,0.0,0.43253657832552084
d1,o_max,0.0,0.43274425737323585
d1,o_max,0.0,0.4336635492107579
d1,o_max,0.0,0.43241485736094487
d1,o_max,0.0,0.4330933504154364
d1,o_max,0.0,0.43231688598207807
d1,o_min,100.0,0.42812156426305925
d1,o_min,100.0,0.4296431893171988
d1,o_min,100.0,0.429676889632298
d1,o_min,100.0,0.43062544518565715
d1,o_min,100.0,0.4296166476057349
d1,o_min,50.0,0.42917346627136355
d1,o_min,50.0,0.4310040797646717
d1,o_min,50.0,0.4284000342641844
d1,o_min,60.0,0.4414669738504089
d1,o_min,50.0,0.430299388434922
d1,o_min,55.00000000000001,0.4300661614467851
d1,o_min,60.0,0.4326260250977525
d1,o_min,60.0,0.4346690806229796
d1,o_min,65.0,0.432789170220915
d1,o_min,80.0,0.43803117453162865
d1,o_min,30.0,0.43482581193023917
d1,o_min,50.0,0.43107192976420683
d1,o_min,60.0,0.42837130821572855
d1,o_min,62.8571,0.43811524361035603
d1,o_min,51.4286,0.43258575511822306
d1,o_min,62.8571,0.42962519720049575
d1,o_min,51.4286,0.43178852281377456
d1,o_min,51.4286,0.4281166600469055
d1,o_min,57.1429,0.43349647164604466
d1,o_min,53.571400000000004,0.42899185804336915
d1,o_min,53.571400000000004,0.42870082807942833
d1,o_min,46.0606,0.4281508815823949
d1,o_min,55.1515,0.42784394364265665
d1,o_min,32.2727,0.4323934780374914
d1,o_min,42.3077,0.42851423894406504
d1,o_min,34.6154,0.4325021651118035
d1,o_min,40.559400000000004,0.4326404283104939
d1,o_min,42.033,0.4279635897722788
d1,o_min,40.2198,0.42879187908923755
d1,o_min,41.978,0.4280367179494824
d1,o_min,44.8352,0.4286955489620189
d1,o_min,44.6154,0.4284250667894375
d1,o_min,41.7857,0.429712656169151
d1,o_min,45.5357,0.4307995364883377
d1,o_min,44.1071,0.42815540543911745
d1,o_min,45.7143,0.42816810863855204
d1,o_min,45.1786,0.42799788998519195
d1,o_min,49.107099999999996,0.4297832870950853
d1,o_min,45.882400000000004,0.4299375460482151
d1,o_min,43.9706,0.43267062862863137
d1,o_min,46.9118,0.4310565267169387
d1,o_min,45.2941,0.43128020552275703
d1,o_min,44.264700000000005,0.4292054722817794
d1,o_min,45.5882,0.4285070802358125
d1,o_min,44.1692,0.4298693865466163
d2,o_max,0.0,0.4408474967275918
d2,o_max,0.0,0.44202031815049647
d2,o_max,0.06493510000000001,0.439638291098833
d2,o_max,0.0564653,0.4497275075696505
d2,o_max,0.0,0.44622432599897344
d2,o_max,0.0,0.45348790377173576
