model_level,objective,candidate_id,full_r2,baseline_r2,best_single_r2
d1,o_max,m013019_o_max_ord16_rk00020,0.43241485736094487,0.4296994627244175,0.4429582062713171
d1,o_max,m002015_o_max_ord5_rk00016,0.432380298693286,0.4296994627244175,0.4429582062713171
d1,o_max,m018011_o_max_ord21_rk00012,0.43231688598207807,0.4296994627244175,0.4429582062713171
d1,o_max,m003002_o_max_ord6_rk00003,0.4322198919349838,0.4296994627244175,0.4429582062713171
d1,o_max,m006012_o_max_ord9_rk00013,0.43220020826615624,0.4296994627244175,0.4429582062713171
d1,o_max,m003004_o_max_ord6_rk00005,0.4321978824097168,0.4296994627244175,0.4429582062713171
d1,o_max,m003000_o_max_ord6_rk00001,0.4321763928336577,0.4296994627244175,0.4429582062713171
d1,o_max,m005016_o_max_ord8_rk00017,0.4321624666377091,0.4296994627244175,0.4429582062713171
d1,o_max,m002000_o_max_ord5_rk00001,0.4321552050904155,0.4296994627244175,0.4429582062713171
d1,o_max,m002003_o_max_ord5_rk00004,0.43214287917133143,0.4296994627244175,0.4429582062713171
d1,o_max,m003008_o_max_ord6_rk00009,0.43213967907746265,0.4296994627244175,0.4429582062713171
d1,o_max,m001001_o_max_ord4_rk00002,0.43212949160438097,0.4296994627244175,0.4429582062713171
d1,o_max,m001014_o_max_ord4_rk00015,0.4320641825005722,0.4296994627244175,0.4429582062713171
d1,o_max,m006011_o_max_ord9_rk00012,0.4320232630045948,0.4296994627244175,0.4429582062713171
d1,o_max,m002010_o_max_ord5_rk00011,0.4319665336870344,0.4296994627244175,0.4429582062713171
d1,o_max,m004014_o_max_ord7_rk00015,0.4319462300632194,0.4296994627244175,0.4429582062713171
d1,o_max,m004017_o_max_ord7_rk00018,0.43186176358265504,0.4296994627244175,0.4429582062713171
d1,o_max,m004004_o_max_ord7_rk00005,0.4318603908675015,0.4296994627244175,0.4429582062713171
d2,o_min,m068532_o_min_ord24_rk00018,0.4576215781089341,0.4026369100629933,0.4620305233607507
d2,o_min,m065526_o_min_ord21_rk00012,0.45680772778685375,0.4026369100629933,0.4620305233607507
d2,o_min,m065529_o_min_ord21_rk00015,0.4553570795821732,0.4026369100629933,0.4620305233607507
d2,o_min,m067515_o_min_ord23_rk00001,0.45332159077639955,0.4026369100629933,0.4620305233607507
d2,o_min,m057518_o_min_ord13_rk00004,0.45313480802202655,0.4026369100629933,0.4620305233607507
d2,o_min,m067519_o_min_ord23_rk00005,0.4525558863919463,0.4026369100629933,0.4620305233607507
d2,o_min,m062528_o_min_ord18_rk00014,0.45198182768972883,0.4026369100629933,0.4620305233607507
d2,o_min,m067524_o_min_ord23_rk00010,0.45162508537477275,0.4026369100629933,0.4620305233607507
d2,o_min,m067526_o_min_ord23_rk00012,0.450662969730926,0.4026369100629933,0.4620305233607507
d2,o_min,m067533_o_min_ord23_rk00019,0.4504031474623138,0.4026369100629933,0.4620305233607507
d2,o_min,m066525_o_min_ord22_rk00011,0.4501820224719816,0.4026369100629933,0.4620305233607507
d2,o_min,m066534_o_min_ord22_rk00020,0.450112674674229,0.4026369100629933,0.4620305233607507
d2,o_min,m067516_o_min_ord23_rk00002,0.4500423796137053,0.4026369100629933,0.4620305233607507
d2,o_min,m068529_o_min_ord24_rk00015,0.4499619621043148,0.4026369100629933,0.4620305233607507
d2,o_min,m071526_o_min_ord27_rk00012,0.4498849232672447,0.4026369100629933,0.4620305233607507
d2,o_min,m068518_o_min_ord24_rk00004,0.4496450308837494,0.4026369100629933,0.4620305233607507
d2,o_min,m047516_o_min_ord3_rk00002,0.44949704572189575,0.4026369100629933,0.4620305233607507
d2,o_min,m069520_o_min_ord25_rk00006,0.4494941405053263,0.4026369100629933,0.4620305233607507
d2,o_min,m062533_o_min_ord18_rk00019,0.4493794252842337,0.4026369100629933,0.4620305233607507
d2,o_min,m051523_o_min_ord7_rk00009,0.44934319499683617,0.4026369100629933,0.4620305233607507
d2,o_min,m067518_o_min_ord23_rk00004,0.4492668135928102,0.4026369100629933,0.4620305233607507
d2,o_min,m066530_o_min_ord22_rk00016,0.4492442349586636,0.4026369100629933,0.4620305233607507
d2,o_min,m064521_o_min_ord20_rk00007,0.4492397278571578,0.4026369100629933,0.4620305233607507
d2,o_min,m053515_o_min_ord9_rk00001,0.4491433988308027,0.4026369100629933,0.4620305233607507
d2,o_min,m067523_o_min_ord23_rk00009,0.4489651854372363,0.4026369100629933,0.4620305233607507
d2,o_min,m066519_o_min_ord22_rk00005,0.448904502937162,0.4026369100629933,0.4620305233607507
d2,o_min,m069523_o_min_ord25_rk00009,0.44889527550889197,0.4026369100629933,0.4620305233607507
d2,o_min,m066526_o_min_ord22_rk00012,0.44888096272915246,0.4026369100629933,0.4620305233607507
d2,o_min,m068515_o_min_ord24_rk00001,0.44877248765958855,0.4026369100629933,0.4620305233607507
d2,o_min,m056530_o_min_ord12_rk00016,0.448580263298462,0.4026369100629933,0.4620305233607507
d2,o_min,m060526_o_min_ord16_rk00012,0.4483756178291167,0.4026369100629933,0.4620305233607507
